id,name,level,country,profitableEffiieny,annualRevenue,employees,city,founded_year
1493,"Ryan, Garza and Bryant",4,anada,135.3325301,56163,415,Montreal,2014
1494,"Fields, Elliott and Mills",4,USA,199.0961039,76652,385,Philadelphia,2017
1495,"Ferguson, Stout and Olson",4,Frane,1217.176471,41384,34,Nantes,2022
1496,Ballard Group,4,UK,287.9789474,109432,380,Bristol,2001
1497,Diaz-Green,4,China,151.9364754,74145,488,hengdu,2002
1498,Smith-Mills,4,Japan,582.5357143,32622,56,Kawasaki,2003
1499,ooper Group,4,Japan,787.7941176,80355,102,Kawasaki,2012
1500,"Smith, Weeks and Arroyo",4,Japan,364.8863636,48165,132,Kawasaki,2021
1501,Evans-annon,4,Germany,348.8517241,101167,290,Essen,2023
1502,Harper-Robles,4,Frane,250.93,75279,300,Marseille,2020
1503,"Brooks, Jenkins and astro",4,India,199.5681159,68851,345,Pune,2022
1504,Wright-Espinoza,4,Frane,146.4682927,60052,410,Marseille,2005
1505,"Prie, Gray and Baker",4,Germany,283.418251,74539,263,Essen,2012
1506,Garrett-Blak,4,India,241.1153846,75228,312,Bangalore,2017
1507,"Aguirre, ohen and Mithell",4,anada,181.2832168,51847,286,Edmonton,2010
1508,"Patel, Adams and Lopez",4,India,233.6136364,92511,396,Kolkata,2013
1509,White LL,4,Frane,430.5078125,55105,128,Nantes,2019
1510,Walsh PL,4,Japan,218.1941545,104515,479,Kobe,2017
1511,Nelson-Dean,4,UK,352.1666667,82407,234,Leeds,2014
1512,Flores and Sons,4,Frane,2607.181818,57358,22,Paris,2023
1513,Booker In,4,UK,177.2111111,47847,270,ardiff,2000
1514,ompton LL,4,Germany,229.4936709,36260,158,ologne,2000
1515,Martinez-Gonzales,4,Japan,22076.25,353220,16,Nagoya,2010
1516,Hall and Sons,4,UK,132.4290657,38272,289,Bristol,2016
1517,Snyder LL,4,Germany,430.3333333,103280,240,Munih,2001
1518,ollins-Lloyd,4,India,277.1428571,38800,140,Bangalore,2004
1519,Ford-Moody,4,India,389.75,48329,124,Jaipur,2007
1520,Miller-hristensen,4,UK,108.9292929,32352,297,Glasgow,2002
1521,Brown Group,4,Frane,121.7710526,46273,380,Lille,2006
1522,Daniels and Sons,4,China,723.3548387,67272,93,hongqing,2015
1523,Huang LL,4,anada,170.5436893,52698,309,Halifax,2003
1524,layton-Martinez,4,UK,112.9712919,47222,418,London,2023
1525,"Wright, Wise and Ramos",4,Frane,94.56302521,45012,476,Marseille,2001
1526,"Vang, Gonzalez and Moss",4,India,391.5733945,85363,218,Kolkata,2013
1527,Boyd and Sons,4,China,156.6902655,53118,339,Shenzhen,2023
1528,Prie-Ali,4,USA,778.4409938,125329,161,San Antonio,2001
1529,Moore-handler,4,USA,101.122449,29730,294,Philadelphia,2017
1530,"Pineda, Meyer and King",4,Germany,263.1160221,95248,362,Stuttgart,2016
1531,"Evans, Ward and Williams",4,Japan,162.2464183,56624,349,Yokohama,2001
1532,"Robinson, Rodriguez and hen",4,Frane,118.735786,35502,299,Montpellier,2019
1533,Smith-Bauer,4,China,699.7189542,107057,153,Shenzhen,2013
1534,"Wilson, Mormik and Smith",4,Frane,822.5141243,145585,177,Lyon,2004
1535,Perkins Ltd,4,China,180.0829016,69512,386,Wuhan,2018
1536,Barker-Moore,4,USA,428.6330935,59580,139,Dallas,2012
1537,Wright Group,4,China,146.3039648,33211,227,Tianjin,2016
1538,Parks LL,4,Germany,66.02749141,19214,291,Hamburg,2015
1539,"Brown, Kelly and Moore",4,Japan,142.5946746,48197,338,Kyoto,2012
1540,"Moody, Martinez and Hall",4,Japan,178.6929134,68082,381,Kawasaki,2019
1541,"Kramer, Sherman and Trujillo",4,Japan,356.5248227,50270,141,Nagoya,2002
1542,Quinn-Smith,4,Frane,138.3514644,66132,478,Nantes,2021
1543,Howard-Taylor,4,China,227.4814815,49136,216,Shanghai,2021
1544,Washington Group,4,Frane,745.4607843,76037,102,Nantes,2011
1545,"Phillips, Terry and Lopez",4,India,172.0235294,58488,340,Kolkata,2019
1546,Stephens LL,4,USA,167.2934783,30782,184,Phoenix,2005
1547,"Mdonald, Dillon and George",4,anada,619.6782609,142526,230,Halifax,2004
1548,"Martin, Shmidt and ole",4,USA,190.456338,67612,355,Houston,2006
1549,Weaver-Gibson,4,India,187.2199546,82564,441,Bangalore,2023
1550,"Hunter, Gross and Andrade",4,China,2237.4375,71598,32,Shanghai,2023
1551,"Vinent, Parsons and Allen",4,Japan,127.5077951,57251,449,Saitama,2004
1552,"Brown, offey and Fuentes",4,UK,251.4138889,90509,360,London,2010
1553,Warren Group,4,China,338.6300813,83303,246,hengdu,2014
1554,"Moore, ampbell and Ortiz",4,USA,132.9399478,50916,383,Philadelphia,2006
1555,Rodriguez-Mills,4,Japan,296.1470588,80552,272,Nagoya,2017
1556,Williams and Sons,4,UK,148.0402477,47817,323,Bristol,2015
1557,Russo and Sons,4,Germany,234.6270627,71092,303,Berlin,2012
1558,Washington In,4,USA,832.1428571,29125,35,Phoenix,2005
1559,Dunan Group,4,UK,150.1588785,48201,321,Liverpool,2022
1560,"Burns, Hanson and Garza",4,UK,361.5647059,122932,340,London,2014
1561,Diaz PL,4,USA,71.60058309,24559,343,Los Angeles,2012
1562,"Jones, onrad and lark",4,UK,3712.5,51975,14,Leeds,2003
1563,Hebert-ollier,4,UK,360.2663317,71693,199,Sheffield,2007
1564,Owen-Brown,4,China,234.3392857,104984,448,hongqing,2015
1565,"Paul, Zamora and Short",4,China,107.1455939,27965,261,Guangzhou,2006
1566,"Brown, Jensen and Rie",4,anada,3381.125,54098,16,Hamilton,2022
1567,"Jones, Torres and Blakburn",4,USA,761.6521739,122626,161,Houston,2016
1568,"Davis, Hardy and Shmidt",4,India,302.5025907,116766,386,Pune,2012
1569,Lee Ltd,4,Germany,108.3408451,38461,355,Berlin,2011
1570,Hudson and Sons,4,India,177.327044,28195,159,Kolkata,2020
1571,"urry, Perry and Garia",4,Japan,202.1666667,84910,420,Kawasaki,2008
1572,"Ray, raig and Park",4,USA,198.5304348,91324,460,Phoenix,2012
1573,Andrade-Jakson,4,USA,1802.441667,216293,120,Dallas,2008
1574,Piere PL,4,Germany,133.2111437,45425,341,Stuttgart,2012
1575,Sandoval-Ferguson,4,Germany,212.19,42438,200,Munih,2023
1576,"Ramos, Gomez and Edwards",4,Japan,163.761745,48801,298,Kobe,2007
1577,Kirk-Gutierrez,4,Germany,120.8042553,56778,470,D眉sseldorf,2009
1578,"Jordan, Swanson and Franklin",4,India,766.0416667,55155,72,Pune,2017
1579,"Gardner, Brooks and Piere",4,Japan,182.2659574,51399,282,Yokohama,2018
1580,"King, Nixon and West",4,Japan,127.3977591,45481,357,Yokohama,2009
1581,Smith-Johnson,4,Germany,139.5176471,47436,340,D眉sseldorf,2004
1582,Larson-Holmes,4,Germany,314.6310345,91243,290,Stuttgart,2002
1583,Smith-Joye,4,China,90.79723502,39406,434,Guangzhou,2010
1584,Foley In,4,Germany,93.63296703,42603,455,Berlin,2010
1585,"Short, Ellison and Dixon",4,Frane,558.5974026,129036,231,Strasbourg,2009
1586,"Howe, Moore and Johnson",4,UK,1067.084746,62958,59,Birmingham,2006
1587,Moore-Baker,4,Germany,317.9898734,125606,395,Hamburg,2000
1588,"Wright, Sott and Evans",4,UK,230.8427673,73408,318,ardiff,2018
1589,"Ross, Hardin and Navarro",4,Japan,184.1869919,22655,123,Saitama,2007
1590,"Nguyen, Olson and Freeman",4,USA,169.7591036,60604,357,Philadelphia,2002
1591,"Warner, Weiss and Davis",4,anada,118.9429224,52097,438,Vanouver,2016
1592,"Evans, ross and Johnston",4,anada,79.92970522,35249,441,Edmonton,2005
1593,Deleon LL,4,Frane,429.9466667,32246,75,Montpellier,2015
1594,Hobbs-Hamilton,4,Germany,829.6190476,17422,21,Frankfurt,2007
1595,Kane and Sons,4,Frane,125.9714868,61852,491,Paris,2008
1596,"Delgado, Guzman and Smith",4,Frane,63.31609195,22034,348,Toulouse,2023
1597,"Reyes, Torres and Williams",4,Japan,213.4631579,20279,95,Nagoya,2002
1598,"unningham, Murphy and Wolfe",4,anada,243.0168067,86757,357,Halifax,2015
1599,Williams Ltd,4,India,151.9865471,33893,223,Pune,2007
1600,Maddox-Mullins,4,Frane,97.7664042,37249,381,Paris,2019
1601,"Wagner, Walker and Roberts",4,Frane,235.918239,75022,318,Nantes,2012
1602,Hernandez-Rogers,4,USA,393.1313559,92779,236,Dallas,2003
1603,Dunan-Williams,4,anada,119.6074074,32294,270,Toronto,2007
1604,Baker-Ross,4,Frane,96.37931034,19565,203,Paris,2017
1605,Ayala-Anderson,4,USA,541.1434783,124463,230,Houston,2009
1606,astillo and Sons,4,Frane,290.2655602,69954,241,Nie,2009
1607,Foster-Dunan,4,Germany,286.2044025,91013,318,D眉sseldorf,2009
1608,"Gilbert, Fitzgerald and Sanhez",4,USA,258.2520661,62497,242,Dallas,2004
1609,Adams Group,4,anada,232.7509579,60748,261,Montreal,2023
1610,ohen-Johnston,4,China,91.64536082,44448,485,Guangzhou,2018
1611,Powers Group,4,Germany,223.1705882,37939,170,D眉sseldorf,2013
1612,Bailey-Flores,4,anada,546.7299578,129575,237,Toronto,2005
1613,"Rios, arrillo and Jakson",4,Japan,201.7443609,26832,133,Kyoto,2002
1614,Jensen-Branh,4,India,147.2447368,55953,380,Bangalore,2022
1615,Hanson-Alexander,4,China,70.5273224,25813,366,Shanghai,2003
1616,Gonzalez LL,4,anada,132.8901099,36279,273,Edmonton,2002
1617,Todd In,4,Frane,133.3075356,65454,491,Bordeaux,2019
1618,Singh and Sons,4,Germany,437.3819095,87039,199,D眉sseldorf,2017
1619,"Mintosh, Melton and Wilkins",4,USA,97.40816327,28638,294,hiago,2010
1620,ooper In,4,Germany,1035.3125,99390,96,Hamburg,2004
1621,ole-Johnson,4,USA,583.9202454,95179,163,San Antonio,2009
1622,Singh and Sons,4,anada,950.5463918,92203,97,Ottawa,2020
1623,Payne LL,4,China,18105.16667,108631,6,Guangzhou,2006
1624,"Webb, Blair and Thomas",4,UK,190.1776062,49256,259,London,2014
1625,"Barnett, Bennett and Esobar",4,anada,533.2689873,168513,316,Hamilton,2000
1626,"Williams, Jakson and ampbell",4,anada,194.6928105,59576,306,algary,2006
1627,"Williamson, Brown and Pena",4,anada,301.1731602,69571,231,Quebe ity,2013
1628,Jones Ltd,4,China,7452.5,59620,8,Hangzhou,2019
1629,Alvarado-Durham,4,Japan,87.78881988,28268,322,Kawasaki,2008
1630,Lin-Smith,4,Japan,792.1,63368,80,Tokyo,2005
1631,"Hughes, Whitney and Romero",4,USA,420.8227848,33245,79,Philadelphia,2001
1632,"Garia, Stewart and Delaruz",4,USA,252.0764331,39576,157,San Jose,2019
1633,"Miller, Gonzalez and Rasmussen",4,India,808.8,48528,60,Delhi,2001
1634,"House, Smith and Wright",4,Frane,354.504298,123722,349,Lyon,2005
1635,"Torres, Burns and Garner",4,UK,202.902507,72842,359,ardiff,2021
1636,Reed LL,4,Germany,236.6744186,71239,301,Dortmund,2023
1637,Garrett-Young,4,India,173.6582915,69116,398,Mumbai,2002
1638,"Hill, Brown and Sott",4,UK,165.6185345,76847,464,Leeds,2011
1639,Zamora-Briggs,4,Frane,79.77522936,34782,436,Marseille,2013
1640,Raymond LL,4,China,799.6849315,58377,73,hengdu,2015
1641,Hernandez Group,4,China,166.879562,45725,274,hengdu,2010
1642,"Taylor, Blair and Meyer",4,Frane,136.2520776,49187,361,Bordeaux,2006
1643,"Salazar, Garrett and Perez",4,Japan,941.9833333,56519,60,Saitama,2001
1644,Berry Group,4,China,84.49579832,30165,357,Wuhan,2023
1645,Browning-Murphy,4,UK,180.690205,79323,439,Sheffield,2019
1646,"Anderson, Delgado and arpenter",4,India,151.8227425,45395,299,hennai,2016
1647,"Mbride, Huffman and Parker",4,India,154.2150171,45185,293,Bangalore,2019
1648,"Roah, Browning and Jordan",4,anada,513.7256098,168502,328,Hamilton,2023
1649,Douglas PL,4,anada,41.57111597,18998,457,Quebe ity,2005
1650,Stewart PL,4,Japan,18253.4,91267,5,Sapporo,2006
1651,"Fry, Wilson and Stewart",4,China,122.28,39741,325,Beijing,2014
1652,Aosta LL,4,China,387.6774194,84126,217,Shenzhen,2019
1653,Ali-Turner,4,Frane,311.8315217,57377,184,Paris,2010
1654,"Pek, Shannon and Mahoney",4,Japan,590.4907407,63773,108,Tokyo,2020
1655,Hernandez-Lopez,4,UK,802.3209877,129976,162,Glasgow,2002
1656,Lopez PL,4,UK,307.4588235,52268,170,Bristol,2017
1657,"Adams, Bradley and Hall",4,USA,448.7885714,78538,175,Los Angeles,2021
1658,Hall In,4,India,359.2939189,106351,296,Ahmedabad,2023
1659,Miller-han,4,USA,477.7988506,83137,174,hiago,2006
1660,Shaw PL,4,India,85.12590799,35157,413,Pune,2015
1661,Joseph-Brooks,4,USA,477.0357143,40071,84,hiago,2015
1662,Henry-Taylor,4,anada,307.8547718,74193,241,Hamilton,2010
1663,Perez Group,4,Frane,637.5949367,100740,158,Paris,2016
1664,Shaefer Group,4,India,4114.928571,57609,14,Surat,2017
1665,Newton and Sons,4,Japan,268.4022989,46702,174,Saitama,2021
1666,Jones Group,4,India,255.2027027,37770,148,Delhi,2004
1667,"Burns, Nguyen and Ellis",4,USA,381.4338462,123966,325,Philadelphia,2012
1668,Patterson In,4,Germany,712.995098,145451,204,Leipzig,2019
1669,"Moss, James and Edwards",4,Germany,67.44966443,30150,447,Leipzig,2003
1670,"rosby, Armstrong and Herrera",4,UK,11184.19048,234868,21,Leeds,2022
1671,"Liu, Buhanan and Meyer",4,UK,186.7876448,48378,259,Sheffield,2002
1672,Bryant-Rih,4,Japan,272.4335664,116874,429,Fukuoka,2014
1673,Stone Group,4,UK,678.1572327,107827,159,Liverpool,2016
1674,"Williams, Hughes and Hubbard",4,Germany,263.0221675,106787,406,Munih,2011
1675,Lee Group,4,USA,312.9353448,72601,232,Houston,2002
1676,Wilkerson-Ayala,4,USA,549.373494,45598,83,San Diego,2016
1677,Murray-Henderson,4,Japan,207.4789474,78842,380,Fukuoka,2015
1678,"Ellison, Vaughn and Mkee",4,UK,156.4095477,62251,398,Leeds,2004
1679,Gallegos-Hayes,4,China,452.0694444,32549,72,Nanjing,2021
1680,"Mason, White and Rihards",4,Japan,92.42857143,18763,203,Tokyo,2014
1681,"Payne, Long and Morris",4,China,142.3672199,68621,482,Beijing,2009
1682,White PL,4,USA,255.2628571,44671,175,San Jose,2002
1683,"Huang, Khan and Davis",4,anada,163.1734317,44220,271,Toronto,2003
1684,Holt-Meadows,4,UK,189.3740458,74424,393,London,2018
1685,Higgins In,4,UK,320.728972,34318,107,Liverpool,2010
1686,Wilson Group,4,Japan,119.9638989,33230,277,Sapporo,2008
1687,"ox, Mills and ruz",4,India,2304.661538,149803,65,Pune,2021
1688,"Salazar, Moore and Piere",4,UK,717.7172414,104069,145,Birmingham,2005
1689,Tate LL,4,China,178.7010309,52002,291,Beijing,2019
1690,"Savage, Huffman and Martin",4,China,540.3152174,99418,184,Shenzhen,2017
1691,White Ltd,4,India,125.6632444,61198,487,hennai,2004
1692,Barnes LL,4,UK,1189.565217,109440,92,ardiff,2007
1693,"Mak, Griffin and Sims",4,China,171.1236443,78888,461,hengdu,2019
1694,Roah and Sons,4,India,819.1333333,24574,30,Surat,2014
1695,Dean LL,4,Germany,96.4496788,45042,467,Berlin,2015
1696,Ellis Group,4,USA,1119.03125,35809,32,Los Angeles,2012
1697,"Aguirre, Franklin and Snyder",4,China,267.1979167,25651,96,Tianjin,2012
1698,hapman Group,4,anada,243.6280488,39955,164,Halifax,2011
1699,Ortiz-Miller,4,India,194.7531807,76538,393,Hyderabad,2022
1700,"Smith, Khan and Ramirez",4,China,445.9583333,32109,72,Wuhan,2018
1701,"Grant, Bryan and Williams",4,China,85.07142857,20247,238,Wuhan,2003
1702,Brown LL,4,UK,207.6666667,25543,123,Edinburgh,2015
1703,Thomas In,4,Japan,394.1970803,54005,137,Yokohama,2019
1704,"Lane, Morrison and Rivera",4,India,248.953168,90370,363,Ahmedabad,2005
1705,Williams Group,4,India,247.7913386,62939,254,Kolkata,2014
1706,Martin LL,4,USA,972.3870968,60288,62,Los Angeles,2015
1707,"Guerrero, Graves and Armstrong",4,India,125.716895,55064,438,Pune,2014
1708,"Thompson, Gibson and Riley",4,Germany,347.4044586,109085,314,ologne,2011
1709,Davis LL,4,Germany,206.0471698,43682,212,Essen,2003
1710,Rihardson-Gray,4,China,284.9762611,96037,337,hongqing,2017
1711,hang PL,4,China,144.8755187,34915,241,hengdu,2017
1712,arter and Sons,4,Frane,257.3149606,32679,127,Lille,2013
1713,Neal LL,4,Japan,535.6653386,134452,251,Kawasaki,2005
1714,Rose-Warren,4,Frane,755.3693694,83846,111,Marseille,2010
1715,"lark, Brown and Dunan",4,Frane,106.1764706,43320,408,Strasbourg,2018
1716,"Rie, Miller and Ramsey",4,India,248.416,31052,125,Surat,2022
1717,"Pek, Andersen and Mithell",4,Germany,109.037422,52447,481,Munih,2023
1718,"Abbott, Green and Andrews",4,anada,92.78709677,28764,310,Montreal,2018
1719,"Gomez, Anderson and Hart",4,anada,1440.351852,77779,54,Edmonton,2017
1720,"Daniel, Jimenez and Morton",4,anada,74.41295547,36760,494,Vanouver,2009
1721,"Hall, Roberts and Lee",4,Frane,640.2333333,38414,60,Marseille,2019
1722,Johnson Ltd,4,Frane,97.20895522,32565,335,Nantes,2015
1723,Mlaughlin and Sons,4,USA,170.7352246,72221,423,Los Angeles,2006
1724,"Duarte, Gutierrez and ook",4,Germany,336.3866348,140946,419,Leipzig,2020
1725,"Shaffer, Lewis and Davidson",4,USA,607.5432099,49211,81,hiago,2021
1726,"ampbell, Tyler and Parker",4,anada,255.3676471,52095,204,Hamilton,2009
1727,"Piere, Wang and Wilson",4,anada,219.2521246,77396,353,algary,2006
1728,Peterson-Ramsey,4,India,78.23844282,32156,411,hennai,2018
1729,"hoi, ollier and Lee",4,UK,346.2727273,163787,473,Sheffield,2022
1730,Nielsen-Mendoza,4,India,3740.111111,33661,9,Delhi,2018
1731,Robles-Brewer,4,Frane,2820.083333,101523,36,Lyon,2009
1732,Moore-Murray,4,India,13244.6,66223,5,Surat,2001
1733,"Huang, Ford and Olsen",4,India,64.83482143,29046,448,Delhi,2009
1734,"Brown, Meyer and unningham",4,USA,142.2994505,51797,364,Houston,2013
1735,"Stewart, Herrera and lark",4,Frane,113.92,22784,200,Nantes,2022
1736,"Rivera, Hendriks and Flynn",4,Frane,306.6443662,87087,284,Strasbourg,2013
1737,Montes LL,4,Japan,642.7631579,48850,76,Yokohama,2015
1738,Morgan Group,4,Japan,269.6238532,117556,436,Kawasaki,2012
1739,"Ferguson, Martin and Obrien",4,India,129.7828947,19727,152,Ahmedabad,2004
1740,Larson LL,4,Germany,966.0487805,39608,41,Hamburg,2000
1741,"Hodge, Mkinney and Nelson",4,USA,90.63537118,41511,458,hiago,2023
1742,rawford and Sons,4,anada,3207.916667,153980,48,Winnipeg,2004
1743,Hayes-Sampson,4,Germany,84.36796537,38978,462,D眉sseldorf,2014
1744,Warren and Sons,4,Frane,153.0379747,36270,237,Lille,2005
1745,Brooks In,4,Frane,309.0746269,62124,201,Bordeaux,2014
1746,Gentry Group,4,India,305.5990991,67843,222,Hyderabad,2005
1747,"Johnson, Webb and Porter",4,USA,76.20547945,33378,438,San Jose,2015
1748,Peterson Group,4,Japan,231.0139535,49668,215,Kawasaki,2008
1749,"Russo, ollins and Murphy",4,India,196.2745763,57901,295,Mumbai,2001
1750,Short PL,4,anada,217.794702,65774,302,Edmonton,2003
1751,"Haney, Harris and Johnson",4,anada,267.9285714,101277,378,Montreal,2004
1752,Reeves-Boyd,4,UK,1174.666667,52860,45,Edinburgh,2016
1753,ollins In,4,China,279.1192661,91272,327,Shenzhen,2015
1754,"harles, Wiggins and ook",4,China,617.5060976,101271,164,Nanjing,2018
1755,Garia Ltd,4,USA,189.3101737,76292,403,Philadelphia,2017
1756,"Edwards, Lane and ollins",4,USA,388.82397,103816,267,San Diego,2014
1757,Flores and Sons,4,anada,210.3505747,36601,174,Halifax,2023
1758,Hill-Flores,4,Frane,745.9084967,114124,153,Nantes,2009
1759,Lambert-Nelson,4,Germany,139.2809224,66437,477,Berlin,2022
1760,Hill In,4,UK,958.2777778,34498,36,ardiff,2008
1761,"astro, Garia and Daniels",4,anada,126.114094,37582,298,Halifax,2005
1762,"Flores, Thomas and Bush",4,USA,207.2623457,67153,324,Phoenix,2023
1763,Andrews-Jakson,4,USA,2049.851064,96343,47,Phoenix,2015
1764,Austin-Morgan,4,Germany,63.34090909,27870,440,Essen,2002
1765,Williams-Johnson,4,UK,131.684375,42139,320,Glasgow,2004
1766,"Williams, Reyes and Miller",4,UK,1750.083333,21001,12,Glasgow,2008
1767,White-arlson,4,China,94.31276596,44327,470,Hangzhou,2005
1768,"Soto, Vaughn and Griffin",4,Germany,323.645933,135284,418,Dortmund,2011
1769,Edwards-Roth,4,Germany,251.752,31469,125,ologne,2022
1770,"hang, Lamb and Miller",4,anada,83.08295964,37055,446,Vanouver,2016
1771,Bradley-Davis,4,USA,186.282,93141,500,Philadelphia,2002
1772,"Mdonald, Bryant and ohen",4,Germany,243.8152425,105572,433,Leipzig,2004
1773,"Miranda, Ruiz and Meza",4,anada,537.0396825,67667,126,Winnipeg,2012
1774,allahan PL,4,anada,153.2433333,45973,300,Vanouver,2006
1775,Durham-Myers,4,India,405.3928571,56755,140,Mumbai,2020
1776,"Stark, Rivera and Valenia",4,China,191.7561983,46405,242,Beijing,2005
1777,havez-Johnson,4,Frane,299.483871,74272,248,Montpellier,2009
1778,Rodriguez-Mendoza,4,Japan,306.715847,112258,366,Kobe,2021
1779,ampbell LL,4,Frane,1015.962025,80261,79,Montpellier,2008
1780,"Andrews, Romero and Sullivan",4,Frane,140.0730689,67095,479,Paris,2009
1781,"Robles, Nguyen and Banks",4,anada,150.4036145,24967,166,Winnipeg,2021
1782,Patel-Morales,4,USA,159.9033233,52928,331,Los Angeles,2017
1783,Allen-Sanhez,4,India,168.2757895,79931,475,Ahmedabad,2019
1784,Dikson Group,4,UK,514.9432624,72607,141,Leeds,2008
1785,Peterson Ltd,4,China,117.5,35720,304,hengdu,2020
1786,"Reynolds, Baird and Bradley",4,Frane,122.1752577,47404,388,Montpellier,2021
1787,Stephens-Young,4,Japan,343.1143911,92984,271,Saitama,2006
1788,"aldwell, Stevenson and Joseph",4,India,231.3298246,65929,285,Bangalore,2010
1789,Wilson-arlson,4,USA,4956.090909,54517,11,New York,2002
1790,Peters-Short,4,Frane,842.5689655,48869,58,Marseille,2016
1791,Parker Group,4,anada,155.106383,58320,376,Edmonton,2007
1792,George Ltd,4,UK,1391.545455,30614,22,Glasgow,2006
1793,"Wise, Gray and Snyder",4,USA,2818.294118,95822,34,San Jose,2002
1794,"Brown, Robinson and Taylor",4,Japan,426.2835821,28561,67,Saitama,2020
1795,"Berger, Fields and Smith",4,China,1078.957746,76606,71,Shanghai,2019
1796,Guerrero Group,4,Frane,421.1857451,195009,463,Lille,2005
1797,"arter, Gilbert and West",4,China,168.683871,26146,155,Guangzhou,2008
1798,Maldonado LL,4,anada,122.07173,28931,237,Montreal,2020
1799,Hudson-Gentry,4,UK,109.5267666,51149,467,Sheffield,2022
1800,Sellers-Zuniga,4,India,128.6658416,51981,404,hennai,2005
1801,"Haas, ooper and Davis",4,China,321.9,64380,200,hengdu,2001
1802,arr PL,4,Frane,739.0437956,101249,137,Nantes,2001
1803,Abbott-Phelps,4,UK,1929.25,77170,40,Birmingham,2014
1804,Wood PL,4,anada,233.6456311,48131,206,algary,2019
1805,Smith PL,4,Germany,1325.025641,103352,78,Dortmund,2003
1806,Rodriguez-ampbell,4,Frane,158.9131737,53077,334,Toulouse,2019
1807,Young Ltd,4,China,478.5985401,65568,137,Wuhan,2022
1808,"Long, Flores and Reyes",4,China,2114,86674,41,Beijing,2002
1809,Graham-lark,4,UK,151.674569,70377,464,Edinburgh,2000
1810,Wells and Sons,4,anada,171.8493976,57054,332,Vanouver,2020
1811,"ruz, Middleton and Larsen",4,USA,144.6568627,29510,204,New York,2021
1812,Roberts Ltd,4,UK,472.8843931,81809,173,Birmingham,2022
1813,Taylor In,4,Frane,184.119403,49344,268,Lille,2000
1814,"Smith, Griffith and Tuker",4,anada,469.9336493,99156,211,Quebe ity,2013
1815,Protor-Taylor,4,China,4307.5,25845,6,Nanjing,2007
1816,May Group,4,Frane,130.9525424,38631,295,Montpellier,2003
1817,English-Dominguez,4,India,670.8375,107334,160,Kolkata,2021
1818,Hanson-Gibson,4,Frane,91.80606061,45444,495,Paris,2020
1819,Arnold-ole,4,China,168.2426304,74195,441,hongqing,2017
1820,Perez-oleman,4,India,118.8071066,46810,394,Delhi,2014
1821,Lane Ltd,4,UK,309.7534722,89209,288,Liverpool,2005
1822,Joseph LL,4,USA,216.2843137,22061,102,San Antonio,2021
1823,House-Johnston,4,UK,203.4281346,66521,327,Sheffield,2003
1824,Good PL,4,India,193.0371179,88411,458,Pune,2002
1825,Bush-Wilson,4,anada,1752.826087,40315,23,algary,2004
1826,Nixon-Miller,4,Japan,185.6071429,57167,308,Tokyo,2023
1827,"Simon, Terrell and Terrell",4,Japan,1691.918919,62601,37,Kyoto,2012
1828,Marshall-Miller,4,UK,220.3206413,109940,499,Edinburgh,2017
1829,"Davis, Kennedy and Harmon",4,anada,239.3820225,42610,178,Toronto,2001
1830,"Miller, Shultz and Yates",4,USA,10934.96154,284309,26,Philadelphia,2023
1831,Austin-Berger,4,Frane,78.95215311,33002,418,Marseille,2006
1832,"Osborne, Harrison and Hunt",4,anada,125.3958333,48152,384,Hamilton,2004
1833,Berry-Rivera,4,Japan,116.6010499,44425,381,Osaka,2001
1834,Yu-Yates,4,Germany,2484.071429,34777,14,Dortmund,2020
1835,Jakson-Neal,4,anada,226.9224806,29273,129,Halifax,2001
1836,"urry, Aosta and Elliott",4,Germany,218.8810976,71793,328,Berlin,2005
1837,Soto PL,4,USA,326.9957983,77825,238,Phoenix,2003
1838,Berry Ltd,4,Germany,162.4160757,68702,423,Leipzig,2002
1839,Lamb-Weber,4,China,298.9417476,92373,309,Shanghai,2015
1840,Washington-Martinez,4,Japan,840.2780269,187382,223,Osaka,2006
1841,York LL,4,India,1991.712121,131453,66,Ahmedabad,2010
1842,Anderson-ampbell,4,Germany,61.12373737,24205,396,Stuttgart,2006
1843,Smith-Rodriguez,4,USA,384.4772727,67668,176,San Jose,2005
1844,Kent Ltd,4,China,772.3506494,59471,77,Shanghai,2008
1845,Hopkins LL,4,Frane,342.6443299,66473,194,Lyon,2022
1846,Green Ltd,4,Germany,138.292887,66104,478,Dortmund,2007
1847,Washington PL,4,USA,44.08536585,18075,410,hiago,2003
1848,ooper In,4,Frane,264.8021978,120485,455,Lyon,2000
1849,Larson and Sons,4,anada,7762.375,62099,8,Montreal,2000
1850,Mullins-Gutierrez,4,Germany,178.1538462,60216,338,Munih,2022
1851,Young-Alexander,4,UK,140.0143541,58526,418,Sheffield,2022
1852,"Jakson, Lane and Wilkinson",4,anada,1101.474359,85915,78,Vanouver,2006
1853,May In,4,UK,246.0232558,52895,215,Bristol,2014
1854,Jakson Group,4,Japan,462.8579387,166166,359,Yokohama,2019
1855,Turner-Reese,4,USA,54.83064516,20397,372,San Jose,2005
1856,"Hall, Vega and Prie",4,anada,117.3496933,38256,326,Halifax,2002
1857,Thomas-Berg,4,UK,11616.14286,81313,7,Leeds,2013
1858,Roberts Group,4,Japan,177.3949275,48961,276,Nagoya,2003
1859,Gregory-Nixon,4,China,121.3811659,54136,446,Hangzhou,2011
1860,"Blanhard, Davis and Shmidt",4,Japan,57.17836257,19555,342,Kyoto,2020
